TICKET ID ; IV ; OV ; FV ; AV 
OPENJPA-993;9;12;14;[9, 10, 11, 12, 13]
OPENJPA-999;12;12;12;[]
OPENJPA-1001;11;12;18;[11, 12, 13, 14, 15, 16, 17]
OPENJPA-1002;7;12;13;[7, 8, 9, 10, 11, 12]
OPENJPA-1004;12;12;12;[]
OPENJPA-1020;11;12;17;[11, 12, 13, 14, 15, 16]
OPENJPA-1025;12;12;12;[]
OPENJPA-1028;12;12;12;[]
OPENJPA-1029;12;12;13;[12]
OPENJPA-1031;0;12;12;[null]
OPENJPA-1039;0;12;12;[null]
OPENJPA-1041;12;12;12;[]
OPENJPA-1049;12;12;12;[]
OPENJPA-1051;4;12;14;[4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
OPENJPA-1053;12;12;17;[12, 13, 14, 15, 16]
OPENJPA-1054;0;12;12;[null]
OPENJPA-1060;12;12;12;[]
OPENJPA-1061;9;12;16;[9, 10, 11, 12, 13, 14, 15]
OPENJPA-1067;12;12;12;[]
OPENJPA-1070;11;12;17;[11, 12, 13, 14, 15, 16]
OPENJPA-1072;12;12;12;[]
OPENJPA-1074;12;12;17;[12, 13, 14, 15, 16]
OPENJPA-1088;12;12;12;[]
OPENJPA-1091;11;12;14;[11, 12, 13]
OPENJPA-1097;1;12;18;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
OPENJPA-1100;11;12;13;[11, 12]
OPENJPA-1116;13;13;13;[]
OPENJPA-1117;13;13;13;[]
OPENJPA-1119;13;13;13;[]
OPENJPA-1120;13;13;13;[]
OPENJPA-1121;11;13;17;[11, 12, 13, 14, 15, 16]
OPENJPA-1125;13;13;13;[]
OPENJPA-1127;13;13;13;[]
OPENJPA-1129;13;13;13;[]
OPENJPA-1132;13;13;13;[]
OPENJPA-1133;13;13;13;[]
OPENJPA-1135;13;13;13;[]
OPENJPA-1139;13;13;13;[]
OPENJPA-1141;9;13;14;[9, 10, 11, 12, 13]
OPENJPA-1142;13;13;17;[13, 14, 15, 16]
OPENJPA-1155;1;13;17;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
OPENJPA-1156;13;13;13;[]
OPENJPA-1158;13;13;13;[]
OPENJPA-1163;0;13;13;[null]
OPENJPA-1165;11;13;14;[11, 12, 13]
OPENJPA-1168;0;13;13;[null]
OPENJPA-1174;13;13;13;[]
OPENJPA-1184;13;13;13;[]
OPENJPA-1185;13;13;14;[13]
OPENJPA-1189;1;13;17;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
OPENJPA-1197;13;13;13;[]
OPENJPA-1200;13;13;13;[]
OPENJPA-1201;13;13;13;[]
OPENJPA-1203;13;13;13;[]
OPENJPA-1204;0;13;13;[null]
OPENJPA-1205;11;13;17;[11, 12, 13, 14, 15, 16]
OPENJPA-1211;12;13;17;[12, 13, 14, 15, 16]
OPENJPA-1218;13;13;13;[]
OPENJPA-1221;13;13;13;[]
OPENJPA-1224;11;13;14;[11, 12, 13]
OPENJPA-1230;13;13;13;[]
OPENJPA-1232;12;13;17;[12, 13, 14, 15, 16]
OPENJPA-1234;0;13;13;[null]
OPENJPA-1239;13;13;13;[]
OPENJPA-1242;13;13;13;[]
OPENJPA-1244;13;13;13;[]
OPENJPA-1250;13;13;13;[]
OPENJPA-1253;13;13;13;[]
OPENJPA-1256;13;13;13;[]
OPENJPA-1260;13;13;13;[]
OPENJPA-1269;13;13;13;[]
OPENJPA-1279;13;13;13;[]
OPENJPA-1281;13;13;13;[]
OPENJPA-1283;13;13;13;[]
OPENJPA-1284;13;13;13;[]
OPENJPA-1286;13;13;13;[]
OPENJPA-1293;13;13;15;[13, 14]
OPENJPA-1294;13;13;18;[13, 14, 15, 16, 17]
OPENJPA-1295;13;13;13;[]
OPENJPA-1302;13;13;13;[]
OPENJPA-1308;8;13;14;[8, 9, 10, 11, 12, 13]
OPENJPA-1321;13;13;13;[]
OPENJPA-1325;13;13;13;[]
OPENJPA-1326;11;13;14;[11, 12, 13]
OPENJPA-1328;9;13;16;[9, 10, 11, 12, 13, 14, 15]
OPENJPA-1333;13;13;13;[]
OPENJPA-1335;12;13;17;[12, 13, 14, 15, 16]
OPENJPA-1338;13;13;13;[]
OPENJPA-1341;1;13;14;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
OPENJPA-1344;14;14;14;[]
OPENJPA-1349;14;14;14;[]
OPENJPA-1350;8;14;16;[8, 9, 10, 11, 12, 13, 14, 15]
OPENJPA-1351;14;14;14;[]
OPENJPA-1352;14;14;14;[]
OPENJPA-1354;0;14;14;[null]
OPENJPA-1355;14;14;14;[]
OPENJPA-1360;14;14;17;[14, 15, 16]
OPENJPA-1367;11;14;16;[11, 12, 13, 14, 15]
OPENJPA-1370;13;14;16;[13, 14, 15]
OPENJPA-1371;13;14;17;[13, 14, 15, 16]
OPENJPA-1375;14;14;14;[]
OPENJPA-1377;14;14;14;[]
OPENJPA-1379;14;14;14;[]
OPENJPA-1380;14;14;14;[]
OPENJPA-1381;14;14;14;[]
OPENJPA-1383;12;14;17;[12, 13, 14, 15, 16]
OPENJPA-1384;14;14;14;[]
OPENJPA-1385;14;14;14;[]
OPENJPA-1386;14;14;14;[]
OPENJPA-1388;0;14;16;[null]
OPENJPA-1390;14;14;14;[]
OPENJPA-1391;14;14;14;[]
OPENJPA-1392;14;14;14;[]
OPENJPA-1393;14;14;14;[]
OPENJPA-1394;14;14;14;[]
OPENJPA-1396;14;14;14;[]
OPENJPA-1397;14;14;14;[]
OPENJPA-1400;14;14;14;[]
OPENJPA-1401;13;14;16;[13, 14, 15]
OPENJPA-1406;1;14;17;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
OPENJPA-1409;0;14;14;[null]
OPENJPA-1410;13;14;17;[13, 14, 15, 16]
OPENJPA-1413;13;14;16;[13, 14, 15]
OPENJPA-1421;14;14;14;[]
OPENJPA-1425;0;14;14;[null]
OPENJPA-1431;14;14;14;[]
OPENJPA-1432;13;14;17;[13, 14, 15, 16]
OPENJPA-1435;14;14;14;[]
OPENJPA-1438;14;14;14;[]
OPENJPA-1439;14;14;14;[]
OPENJPA-1441;14;14;14;[]
OPENJPA-1442;13;14;16;[13, 14, 15]
OPENJPA-1444;14;14;14;[]
OPENJPA-1445;14;14;14;[]
OPENJPA-1452;14;14;14;[]
OPENJPA-1455;1;14;15;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
OPENJPA-1458;14;14;14;[]
OPENJPA-1460;13;14;17;[13, 14, 15, 16]
OPENJPA-1461;14;14;14;[]
OPENJPA-1464;0;14;14;[null]
OPENJPA-1467;15;15;15;[]
OPENJPA-1477;0;15;15;[null]
OPENJPA-1478;15;15;15;[]
OPENJPA-1482;14;15;17;[14, 15, 16]
OPENJPA-1485;15;15;16;[15]
OPENJPA-1486;16;16;16;[]
OPENJPA-1491;15;16;17;[15, 16]
OPENJPA-1494;15;16;17;[15, 16]
OPENJPA-1496;15;16;17;[15, 16]
OPENJPA-1500;8;16;17;[8, 9, 10, 11, 12, 13, 14, 15, 16]
OPENJPA-1503;0;16;17;[null]
OPENJPA-1504;16;16;16;[]
OPENJPA-1506;16;16;17;[16]
OPENJPA-1507;16;16;16;[]
OPENJPA-1509;16;16;16;[]
OPENJPA-1510;15;16;17;[15, 16]
OPENJPA-1515;16;16;16;[]
OPENJPA-1518;15;16;17;[15, 16]
OPENJPA-1524;15;16;17;[15, 16]
OPENJPA-1533;16;16;16;[]
OPENJPA-1535;16;16;16;[]
OPENJPA-1538;16;16;16;[]
OPENJPA-1542;16;16;16;[]
OPENJPA-1543;16;16;17;[16]
OPENJPA-1544;17;17;17;[]
OPENJPA-1546;17;17;17;[]
OPENJPA-1547;17;17;17;[]
OPENJPA-1556;17;17;17;[]
OPENJPA-1559;17;17;17;[]
OPENJPA-1562;17;17;17;[]
OPENJPA-1565;17;17;17;[]
OPENJPA-1568;17;17;17;[]
OPENJPA-1569;14;17;18;[14, 15, 16, 17]
OPENJPA-1573;17;17;17;[]
OPENJPA-1575;17;17;17;[]
OPENJPA-1577;17;17;17;[]
OPENJPA-1578;17;17;17;[]
OPENJPA-1580;17;17;17;[]
OPENJPA-1581;0;17;17;[null]
OPENJPA-1584;17;17;17;[]
OPENJPA-1588;17;17;17;[]
OPENJPA-1597;17;17;18;[17]
OPENJPA-1599;17;17;17;[]
OPENJPA-1602;18;18;18;[]
OPENJPA-1605;18;18;18;[]
OPENJPA-1608;18;18;18;[]
OPENJPA-1609;18;18;18;[]
OPENJPA-1611;18;18;18;[]
OPENJPA-1618;18;18;18;[]
OPENJPA-1625;18;18;18;[]
OPENJPA-1627;18;18;18;[]
OPENJPA-1630;18;18;18;[]
