TICKET ID ; IV ; OV ; FV ; AV 
TAJO-1113;0;3;3;[null]
TAJO-1119;2;3;4;[2, 3]
TAJO-1126;0;4;4;[null]
TAJO-1139;0;4;4;[null]
TAJO-1147;4;4;5;[4]
TAJO-1150;0;4;4;[null]
TAJO-1154;0;4;4;[null]
TAJO-1157;0;4;4;[null]
TAJO-1162;4;4;4;[]
TAJO-1166;0;4;4;[null]
TAJO-1178;0;4;4;[null]
TAJO-1179;0;4;4;[null]
TAJO-1180;0;4;4;[null]
TAJO-1181;0;4;4;[null]
TAJO-1183;0;4;4;[null]
TAJO-1188;0;4;4;[null]
TAJO-1190;4;4;4;[]
TAJO-1191;0;4;4;[null]
TAJO-1194;0;4;4;[null]
TAJO-1196;0;4;4;[null]
TAJO-1197;4;4;4;[]
TAJO-1200;4;4;4;[]
TAJO-1205;4;4;4;[]
TAJO-1208;4;4;4;[]
TAJO-1210;4;4;4;[]
TAJO-1211;0;4;4;[null]
TAJO-1220;0;4;4;[null]
TAJO-1223;0;4;4;[null]
TAJO-1224;0;4;4;[null]
TAJO-1225;0;4;4;[null]
TAJO-1231;0;4;4;[null]
TAJO-1232;0;4;4;[null]
TAJO-1234;0;4;4;[null]
TAJO-1235;4;4;4;[]
TAJO-1237;4;4;4;[]
TAJO-1239;0;4;4;[null]
TAJO-1242;4;4;4;[]
TAJO-1244;4;4;4;[]
TAJO-1246;0;4;4;[null]
TAJO-1249;0;4;4;[null]
TAJO-1250;4;4;4;[]
TAJO-1251;4;4;4;[]
TAJO-1252;0;4;4;[null]
TAJO-1254;4;4;4;[]
TAJO-1257;0;4;4;[null]
TAJO-1259;4;4;4;[]
TAJO-1265;0;4;4;[null]
TAJO-1270;0;4;4;[null]
TAJO-1272;0;4;4;[null]
TAJO-1275;0;4;4;[null]
TAJO-1276;0;4;4;[null]
TAJO-1277;0;4;4;[null]
TAJO-1283;0;4;4;[null]
TAJO-1289;4;4;4;[]
TAJO-1297;0;4;4;[null]
TAJO-1299;0;4;4;[null]
TAJO-1303;4;4;4;[]
TAJO-1304;4;4;4;[]
TAJO-1305;0;4;4;[null]
TAJO-1308;4;4;4;[]
TAJO-1312;4;4;4;[]
TAJO-1313;4;4;4;[]
TAJO-1316;0;4;4;[null]
TAJO-1318;4;4;4;[]
TAJO-1319;0;4;4;[null]
TAJO-1321;4;4;4;[]
TAJO-1322;4;4;4;[]
TAJO-1324;4;4;4;[]
TAJO-1325;4;4;4;[]
TAJO-1336;4;4;4;[]
TAJO-1356;4;4;4;[]
TAJO-1360;0;4;5;[null]
TAJO-1366;0;4;4;[null]
TAJO-1370;0;4;4;[null]
TAJO-1378;5;5;5;[]
TAJO-1384;0;5;5;[null]
TAJO-1386;0;5;5;[null]
TAJO-1387;0;5;5;[null]
TAJO-1396;0;5;5;[null]
TAJO-1414;0;5;5;[null]
TAJO-1419;0;5;5;[null]
TAJO-1434;5;5;5;[]
TAJO-1440;5;5;5;[]
TAJO-1449;0;5;5;[null]
TAJO-1467;0;5;5;[null]
TAJO-1469;0;5;5;[null]
TAJO-1479;0;5;5;[null]
TAJO-1481;0;5;5;[null]
TAJO-1491;0;5;5;[null]
TAJO-1497;5;5;5;[]
TAJO-1500;0;5;5;[null]
TAJO-1510;0;5;5;[null]
TAJO-1522;5;5;5;[]
TAJO-1534;5;5;5;[]
TAJO-1538;5;5;5;[]
TAJO-1556;0;5;5;[null]
TAJO-1558;0;5;5;[null]
TAJO-1560;5;5;5;[]
TAJO-1564;5;5;5;[]
TAJO-1569;5;5;5;[]
TAJO-1574;0;5;5;[null]
TAJO-1580;5;5;5;[]
TAJO-1581;0;5;5;[null]
TAJO-1586;5;5;5;[]
TAJO-1594;0;5;5;[null]
TAJO-1598;0;5;5;[null]
TAJO-1605;0;5;5;[null]
TAJO-1608;0;5;5;[null]
TAJO-1612;0;5;5;[null]
TAJO-1619;5;5;5;[]
TAJO-1620;5;5;5;[]
TAJO-1621;0;5;5;[null]
TAJO-1630;0;5;5;[null]
TAJO-1634;0;5;5;[null]
TAJO-1642;0;5;5;[null]
TAJO-1644;0;5;5;[null]
